label_id	concept_id	language	locale	script	label	label_type	jurisdiction	authority	discipline	register	currentness	verification_status	source_id	note
FR-LBL-031	SURF-018	fr	fr-FR	Latn	Lourd	regional_condition	France	France Galop	Flat/Jump	formal	current_2026	source_verified	FR-SRC-004	France-specific numeric definition attached to broader Heavy concept.
FR-LBL-032	SURF-053	fr	fr-FR	Latn	Très lourd	official_condition	France	France Galop	Flat/Jump	formal	current_2026	source_verified	FR-SRC-004	French penetrometer condition scale.
FR-LBL-033	SURF-054	fr	fr-FR	Latn	Lent	official_psf_condition	France	France Galop	Flat	formal	current_2026	source_verified	FR-SRC-004	PSF-specific condition.
FR-LBL-034	SURF-055	fr	fr-FR	Latn	Standard	official_psf_condition	France	France Galop	Flat	formal	current_2026	source_verified	FR-SRC-004	PSF-specific condition.
FR-LBL-035	SURF-056	fr	fr-FR	Latn	Rapide	official_psf_condition	France	France Galop	Flat	formal	current_2026	source_verified	FR-SRC-004	PSF-specific condition.
FR-LBL-036	SURF-057	fr	fr-FR	Latn	Très rapide	official_psf_condition	France	France Galop	Flat	formal	current_2026	source_verified	FR-SRC-004	PSF-specific condition.
FR-LBL-037	WEIGHT-001	fr	fr-FR	Latn	Poids	regional_official	France	France Galop	ALL	formal	current	source_verified	FR-SRC-001	Total carried weight in France Galop lexicon.
FR-LBL-038	WEIGHT-022	fr	fr-FR	Latn	Valeur	regional_official	France	France Galop	ALL	formal	current	source_verified	FR-SRC-001	Handicapper's theoretical ability value expressed in kilos.
FR-LBL-039	WEIGHT-007	fr	fr-FR	Latn	Décharge	regional_official	France	France Galop	Flat/Jump	formal	current	source_verified	FR-SRC-001	Weight allowance linked to young/apprentice jockey status.
FR-LBL-040	WEIGHT-018	fr	fr-FR	Latn	Surcharge	regional_official	France	France Galop	Flat/Jump	formal	current	source_verified	FR-SRC-001	France-specific overweight/surcharge usage.
FR-LBL-041	PRIZE-001	fr	fr-FR	Latn	Allocation	regional_official	France	France Galop	ALL	formal	current	source_verified	FR-SRC-001	Prize-money distribution term.
FR-LBL-042	HORSE-032	fr	fr-FR	Latn	AQPS	official_abbreviation	France	France Galop	Flat/Jump	formal	current	source_verified	FR-SRC-001	Autre Que Pur Sang.
FR-LBL-043	HORSE-032	fr	fr-FR	Latn	Autre Que Pur Sang	official_expansion	France	France Galop	Flat/Jump	formal	current	source_verified	FR-SRC-001	Do not model as one breed.
FR-LBL-044	EQUIP-028	fr	fr-FR	Latn	Œillères australiennes	official	France	France Galop	Flat/Jump	formal	current	source_verified	FR-SRC-001	Equipment subtype.
FR-LBL-045	ROLE-031	fr	fr-FR	Latn	Agent de jockey	official_or_industry	France	France Galop	Flat/Jump	professional	current	source_verified	FR-SRC-001	Professional role.
FR-LBL-046	RESULT-029	fr	fr-FR	Latn	Mise à pied	official_sanction	France	France Galop	Flat/Jump	regulatory	current	source_verified	FR-SRC-001	Riding suspension sanction.
