query_id	concept_id	related_concept_id	query	language	country_or_locale	search_intent	query_type	priority	future_target	review_state	source_basis
SQ-1021	DISC-010		what is Pacing in horse racing	en	global/en	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-1022	DISC-010		競馬の「ペース競走」とは	ja	ja-JP	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-1023	DISC-014		what is Banei racing in horse racing	en	global/en	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-1024	DISC-014		競馬の「ばんえい競馬」とは	ja	ja-JP	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-1025	DIST-001		what is Race distance in horse racing	en	global/en	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-1026	DIST-001		競馬の「競走距離」とは	ja	ja-JP	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-1027	DIST-002		what is Metre in horse racing	en	global/en	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-1028	DIST-002		競馬の「メートル」とは	ja	ja-JP	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-1029	DIST-004		what is Furlong in horse racing	en	global/en	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-1030	DIST-004		競馬の「ハロン」とは	ja	ja-JP	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-1031	DIST-005		what is Mile in horse racing	en	global/en	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-1032	DIST-005		競馬の「マイル」とは	ja	ja-JP	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-1033	DIST-007		what is Length in horse racing	en	global/en	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-1034	DIST-007		競馬の「馬身」とは	ja	ja-JP	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-1035	DIST-009		what is Neck in horse racing	en	global/en	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-1036	DIST-009		競馬の「クビ」とは	ja	ja-JP	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-1037	DIST-010		what is Head in horse racing	en	global/en	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-1038	DIST-010		競馬の「アタマ」とは	ja	ja-JP	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-1039	DIST-012		what is Nose in horse racing	en	global/en	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-1040	DIST-012		競馬の「ハナ」とは	ja	ja-JP	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-1041	DIST-014		what is Sectional time in horse racing	en	global/en	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-1042	DIST-014		競馬の「区間タイム」とは	ja	ja-JP	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-1043	ENTRY-001		what is Entry in horse racing	en	global/en	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-1044	ENTRY-001		競馬の「出走登録」とは	ja	ja-JP	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-1045	ENTRY-003		what is Declaration in horse racing	en	global/en	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-1046	ENTRY-003		競馬の「出走申告／宣言」とは	ja	ja-JP	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-1047	ENTRY-006		what is Final field in horse racing	en	global/en	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-1048	ENTRY-006		競馬の「最終出走馬一覧」とは	ja	ja-JP	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-1049	ENTRY-007		what is Field in horse racing	en	global/en	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-1050	ENTRY-007		競馬の「出走馬」とは	ja	ja-JP	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-1051	ENTRY-008		what is Field size in horse racing	en	global/en	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-1052	ENTRY-008		競馬の「出走頭数」とは	ja	ja-JP	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-1053	ENTRY-015		what is Scratch in horse racing	en	global/en	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-1054	ENTRY-015		競馬の「出走取消」とは	ja	ja-JP	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-1055	ENTRY-017		what is Withdrawal in horse racing	en	global/en	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-1056	ENTRY-017		競馬の「出走取消／取下げ」とは	ja	ja-JP	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-1057	ENTRY-018		what is Non-runner in horse racing	en	global/en	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-1058	ENTRY-018		競馬の「出走取消馬」とは	ja	ja-JP	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-1059	ENTRY-023		what is Eligibility in horse racing	en	global/en	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-1060	ENTRY-023		競馬の「出走資格」とは	ja	ja-JP	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-1061	HORSE-001		what is Thoroughbred in horse racing	en	global/en	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-1062	HORSE-001		競馬の「サラブレッド」とは	ja	ja-JP	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-1063	HORSE-006		what is Colt in horse racing	en	global/en	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-1064	HORSE-006		競馬の「牡馬（若齢）」とは	ja	ja-JP	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-1065	HORSE-007		what is Filly in horse racing	en	global/en	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-1066	HORSE-007		競馬の「牝馬（若齢）」とは	ja	ja-JP	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-1067	HORSE-008		what is Mare in horse racing	en	global/en	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-1068	HORSE-008		競馬の「牝馬」とは	ja	ja-JP	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-1069	HORSE-009		what is Stallion in horse racing	en	global/en	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-1070	HORSE-009		競馬の「種牡馬／牡馬」とは	ja	ja-JP	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-1071	HORSE-010		what is Gelding in horse racing	en	global/en	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-1072	HORSE-010		競馬の「せん馬」とは	ja	ja-JP	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-1073	HORSE-016		what is Two-year-old in horse racing	en	global/en	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-1074	HORSE-016		競馬の「2歳馬」とは	ja	ja-JP	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-1075	HORSE-017		what is Three-year-old in horse racing	en	global/en	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-1076	HORSE-017		競馬の「3歳馬」とは	ja	ja-JP	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-1077	ROLE-001		what is Jockey in horse racing	en	global/en	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-1078	ROLE-001		競馬の「騎手」とは	ja	ja-JP	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-1079	ROLE-005		what is Driver in horse racing	en	global/en	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-1080	ROLE-005		競馬の「ドライバー」とは	ja	ja-JP	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-1081	ROLE-006		what is Trainer in horse racing	en	global/en	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-1082	ROLE-006		競馬の「調教師」とは	ja	ja-JP	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-1083	ROLE-008		what is Owner in horse racing	en	global/en	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-1084	ROLE-008		競馬の「馬主」とは	ja	ja-JP	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-1085	ROLE-016		what is Steward in horse racing	en	global/en	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-1086	ROLE-016		競馬の「裁決委員／スチュワード」とは	ja	ja-JP	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-1087	RTYPE-001		what is Maiden race in horse racing	en	global/en	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-1088	RTYPE-001		競馬の「未勝利戦」とは	ja	ja-JP	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-1089	RTYPE-007		what is Handicap race in horse racing	en	global/en	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-1090	RTYPE-007		競馬の「ハンデキャップ競走」とは	ja	ja-JP	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-1091	RTYPE-008		what is Conditions race in horse racing	en	global/en	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-1092	RTYPE-008		競馬の「条件競走」とは	ja	ja-JP	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-1093	RTYPE-014		what is Stakes race in horse racing	en	global/en	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-1094	RTYPE-014		競馬の「ステークス競走」とは	ja	ja-JP	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-1095	RTYPE-015		what is Listed race in horse racing	en	global/en	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-1096	RTYPE-015		競馬の「リステッド競走」とは	ja	ja-JP	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-1097	RTYPE-017		what is Group race in horse racing	en	global/en	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-1098	RTYPE-017		競馬の「グループ競走」とは	ja	ja-JP	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-1099	RTYPE-018		what is Group 1 in horse racing	en	global/en	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-1100	RTYPE-018		競馬の「グループ1」とは	ja	ja-JP	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-1101	RTYPE-021		what is Grade race in horse racing	en	global/en	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-1102	RTYPE-021		競馬の「グレード競走」とは	ja	ja-JP	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-1103	RTYPE-022		what is Grade 1 in horse racing	en	global/en	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-1104	RTYPE-022		競馬の「グレード1」とは	ja	ja-JP	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-1105	SURF-001		what is Turf in horse racing	en	global/en	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-1106	SURF-001		競馬の「芝」とは	ja	ja-JP	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-1107	SURF-003		what is Dirt in horse racing	en	global/en	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-1108	SURF-003		競馬の「ダート」とは	ja	ja-JP	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-1109	SURF-004		what is Sand in horse racing	en	global/en	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-1110	SURF-004		競馬の「砂馬場」とは	ja	ja-JP	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-1111	SURF-005		what is Synthetic surface in horse racing	en	global/en	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-1112	SURF-005		競馬の「合成馬場」とは	ja	ja-JP	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-1113	SURF-006		what is All-weather in horse racing	en	global/en	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-1114	SURF-006		競馬の「オールウェザー」とは	ja	ja-JP	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-1115	SURF-011		what is Going in horse racing	en	global/en	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-1116	SURF-011		競馬の「ゴーイング／馬場状態」とは	ja	ja-JP	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-1117	SURF-012		what is Track condition in horse racing	en	global/en	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-1118	SURF-012		競馬の「馬場状態」とは	ja	ja-JP	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-1119	SURF-015		what is Good in horse racing	en	global/en	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-1120	SURF-015		競馬の「Good／良」とは	ja	ja-JP	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-1121	SURF-017		what is Soft in horse racing	en	global/en	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-1122	SURF-017		競馬の「Soft」とは	ja	ja-JP	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-1123	SURF-018		what is Heavy in horse racing	en	global/en	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-1124	SURF-018		競馬の「Heavy」とは	ja	ja-JP	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-1125	VENUE-001		what is Racecourse in horse racing	en	global/en	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-1126	VENUE-001		競馬の「競馬場」とは	ja	ja-JP	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-1127	VENUE-002		what is Racetrack in horse racing	en	global/en	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-1128	VENUE-002		競馬の「競馬場／競走路」とは	ja	ja-JP	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-1129	VENUE-003		what is Track in horse racing	en	global/en	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-1130	VENUE-003		競馬の「トラック／走路」とは	ja	ja-JP	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-1131	VENUE-004		what is Course in horse racing	en	global/en	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-1132	VENUE-004		競馬の「コース」とは	ja	ja-JP	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-1133	VENUE-012		what is Home straight in horse racing	en	global/en	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-1134	VENUE-012		競馬の「最後の直線／ホームストレッチ」とは	ja	ja-JP	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-1135	VENUE-015		what is Turn in horse racing	en	global/en	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-1136	VENUE-015		競馬の「コーナー」とは	ja	ja-JP	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-1137	VENUE-018		what is Rail in horse racing	en	global/en	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-1138	VENUE-018		競馬の「内柵／ラチ」とは	ja	ja-JP	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-1139	VENUE-020		what is Rail position in horse racing	en	global/en	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-1140	VENUE-020		競馬の「移動柵位置」とは	ja	ja-JP	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-1141	VENUE-022		what is Finish line in horse racing	en	global/en	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-1142	VENUE-022		競馬の「決勝線」とは	ja	ja-JP	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-1143	VENUE-023		what is Starting point in horse racing	en	global/en	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-1144	VENUE-023		競馬の「発走地点」とは	ja	ja-JP	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-1145	VENUE-024		what is Starting gate in horse racing	en	global/en	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-1146	VENUE-024		競馬の「発馬機」とは	ja	ja-JP	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-1147	VENUE-025		what is Starting stalls in horse racing	en	global/en	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-1148	VENUE-025		競馬の「発馬機」とは	ja	ja-JP	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-1149	VENUE-027		what is Paddock in horse racing	en	global/en	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-1150	VENUE-027		競馬の「パドック」とは	ja	ja-JP	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-1151	VENUE-036		what is Course circumference in horse racing	en	global/en	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-1152	VENUE-036		競馬の「コース周長」とは	ja	ja-JP	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-1153	VENUE-038		what is Left-handed in horse racing	en	global/en	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-1154	VENUE-038		競馬の「左回り」とは	ja	ja-JP	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-1155	VENUE-039		what is Right-handed in horse racing	en	global/en	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-1156	VENUE-039		競馬の「右回り」とは	ja	ja-JP	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
