query_id	concept_id	related_concept_id	query	language	country_or_locale	search_intent	query_type	priority	future_target	review_state	source_basis
SQ-4015	VENUE-003	VENUE-004	Track vs Course in horse racing	en	global/en	comparison	concept_comparison	P1	comparison_or_concept_sections	wave3_relation_reviewed	REL-011
SQ-4016	VENUE-003	VENUE-004	競馬の「トラック／走路」と「コース」の違い	ja	ja-JP	comparison	concept_comparison	P1	comparison_or_concept_sections	wave3_relation_reviewed	REL-011
SQ-4017	MEET-003	MEET-001	Fixture vs Race meeting in horse racing	en	global/en	comparison	concept_comparison	P1	comparison_or_concept_sections	wave3_relation_reviewed	REL-012
SQ-4018	MEET-003	MEET-001	競馬の「開催予定」と「競馬開催」の違い	ja	ja-JP	comparison	concept_comparison	P1	comparison_or_concept_sections	wave3_relation_reviewed	REL-012
SQ-4019	MEET-004	MEET-001	Race day vs Race meeting in horse racing	en	global/en	comparison	concept_comparison	P1	comparison_or_concept_sections	wave3_relation_reviewed	REL-013
SQ-4020	MEET-004	MEET-001	競馬の「開催日」と「競馬開催」の違い	ja	ja-JP	comparison	concept_comparison	P1	comparison_or_concept_sections	wave3_relation_reviewed	REL-013
SQ-4021	TRAIN-023	TRAIN-021	Spell vs Layoff in horse racing	en	global/en	comparison	concept_comparison	P1	comparison_or_concept_sections	wave3_relation_reviewed	REL-014
SQ-4022	TRAIN-023	TRAIN-021	競馬の「休養」と「休養明けまでの間隔」の違い	ja	ja-JP	comparison	concept_comparison	P1	comparison_or_concept_sections	wave3_relation_reviewed	REL-014
SQ-4023	BET-030	BET-032	Favorite vs Longshot in horse racing	en	global/en	comparison	concept_comparison	P1	comparison_or_concept_sections	wave3_relation_reviewed	REL-015
SQ-4024	BET-030	BET-032	競馬の「1番人気」と「穴馬／高オッズ馬」の違い	ja	ja-JP	comparison	concept_comparison	P1	comparison_or_concept_sections	wave3_relation_reviewed	REL-015
SQ-4025	MEET-042	MEET-001	Racing meeting series (France) vs Race meeting in horse racing	en	global/en	comparison	concept_comparison	P1	comparison_or_concept_sections	wave3_relation_reviewed	REL-016
SQ-4026	MEET-042	MEET-001	競馬の「開催シリーズ（フランスMeeting）」と「競馬開催」の違い	ja	ja-JP	comparison	concept_comparison	P1	comparison_or_concept_sections	wave3_relation_reviewed	REL-016
SQ-4027	MEET-040	MEET-001	Réunion Premium vs Race meeting in horse racing	en	global/en	comparison	concept_comparison	P1	comparison_or_concept_sections	wave3_relation_reviewed	REL-017
SQ-4028	MEET-040	MEET-001	競馬の「Réunion Premium」と「競馬開催」の違い	ja	ja-JP	comparison	concept_comparison	P1	comparison_or_concept_sections	wave3_relation_reviewed	REL-017
SQ-4029	MEET-041	MEET-001	Réunion PMH vs Race meeting in horse racing	en	global/en	comparison	concept_comparison	P1	comparison_or_concept_sections	wave3_relation_reviewed	REL-018
SQ-4030	MEET-041	MEET-001	競馬の「Réunion PMH」と「競馬開催」の違い	ja	ja-JP	comparison	concept_comparison	P1	comparison_or_concept_sections	wave3_relation_reviewed	REL-018
SQ-4031	RUN-046	RUN-009	Tactical pacemaker for another runner vs Front-runner in horse racing	en	global/en	comparison	concept_comparison	P1	comparison_or_concept_sections	wave3_relation_reviewed	REL-019
SQ-4032	RUN-046	RUN-009	競馬の「僚馬支援のペースメーカー」と「逃げ馬」の違い	ja	ja-JP	comparison	concept_comparison	P1	comparison_or_concept_sections	wave3_relation_reviewed	REL-019
SQ-4033	MEET-028	MEET-029	Off time vs Scheduled start time in horse racing	en	global/en	comparison	concept_comparison	P1	comparison_or_concept_sections	wave3_relation_reviewed	REL-020
SQ-4034	MEET-028	MEET-029	競馬の「実発走時刻」と「発走予定時刻」の違い	ja	ja-JP	comparison	concept_comparison	P1	comparison_or_concept_sections	wave3_relation_reviewed	REL-020
SQ-4035	HORSE-034	SURF-012	Wet-track aptitude vs Track condition in horse racing	en	global/en	comparison	concept_comparison	P1	comparison_or_concept_sections	wave3_relation_reviewed	REL-021
SQ-4036	HORSE-034	SURF-012	競馬の「湿馬場適性」と「馬場状態」の違い	ja	ja-JP	comparison	concept_comparison	P1	comparison_or_concept_sections	wave3_relation_reviewed	REL-021
SQ-4037	RUN-047	RUN-048	Travelling easily vs Under pressure in horse racing	en	global/en	comparison	concept_comparison	P1	comparison_or_concept_sections	wave3_relation_reviewed	REL-022
SQ-4038	RUN-047	RUN-048	競馬の「楽に追走している状態」と「追われている状態」の違い	ja	ja-JP	comparison	concept_comparison	P1	comparison_or_concept_sections	wave3_relation_reviewed	REL-022
SQ-4039	BET-044	BET-043	Dominant betting concentration vs Strong betting support in horse racing	en	global/en	comparison	concept_comparison	P1	comparison_or_concept_sections	wave3_relation_reviewed	REL-023
SQ-4040	BET-044	BET-043	競馬の「圧倒的な支持集中」と「強い馬券支持」の違い	ja	ja-JP	comparison	concept_comparison	P1	comparison_or_concept_sections	wave3_relation_reviewed	REL-023
