query_id	concept_id	related_concept_id	query	language	country_or_locale	search_intent	query_type	priority	future_target	review_state	source_basis
SQ-2025	MEET-001		what is Race meeting in horse racing	en	global/en	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-2026	MEET-001		競馬の「競馬開催」とは	ja	ja-JP	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-2027	MEET-003		what is Fixture in horse racing	en	global/en	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-2028	MEET-003		競馬の「開催予定」とは	ja	ja-JP	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-2029	MEET-004		what is Race day in horse racing	en	global/en	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-2030	MEET-004		競馬の「開催日」とは	ja	ja-JP	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-2031	MEET-006		what is Racing calendar in horse racing	en	global/en	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-2032	MEET-006		競馬の「開催カレンダー」とは	ja	ja-JP	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-2033	MEET-010		what is Card in horse racing	en	global/en	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-2034	MEET-010		競馬の「カード／当日番組」とは	ja	ja-JP	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-2035	MEET-011		what is Racecard in horse racing	en	global/en	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-2036	MEET-011		競馬の「出馬表／レーシングカード」とは	ja	ja-JP	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-2037	MEET-012		what is Programme in horse racing	en	global/en	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-2038	MEET-012		競馬の「開催番組」とは	ja	ja-JP	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-2039	MEET-016		what is Fixture list in horse racing	en	global/en	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-2040	MEET-016		競馬の「開催一覧」とは	ja	ja-JP	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-2041	MEET-017		what is Entries list in horse racing	en	global/en	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-2042	MEET-017		競馬の「登録馬一覧」とは	ja	ja-JP	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-2043	MEET-018		what is Declarations list in horse racing	en	global/en	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-2044	MEET-018		競馬の「出走確定一覧」とは	ja	ja-JP	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-2045	MEET-019		what is Acceptances in horse racing	en	global/en	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-2046	MEET-019		競馬の「出走確定一覧」とは	ja	ja-JP	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-2047	MEET-022		what is Draw in horse racing	en	global/en	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-2048	MEET-022		競馬の「枠順／抽選」とは	ja	ja-JP	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-2049	MEET-023		what is Official notice in horse racing	en	global/en	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-2050	MEET-023		競馬の「公式告知」とは	ja	ja-JP	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-2051	MEET-025		what is Stewards' report in horse racing	en	global/en	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-2052	MEET-025		競馬の「裁決報告」とは	ja	ja-JP	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-2053	MEET-026		what is Official results in horse racing	en	global/en	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-2054	MEET-026		競馬の「公式結果」とは	ja	ja-JP	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-2055	MEET-027		what is Post time in horse racing	en	global/en	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-2056	MEET-027		競馬の「発走予定時刻」とは	ja	ja-JP	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-2057	MEET-028		what is Off time in horse racing	en	global/en	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-2058	MEET-028		競馬の「実発走時刻」とは	ja	ja-JP	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-2059	MEET-029		what is Scheduled start time in horse racing	en	global/en	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-2060	MEET-029		競馬の「発走予定時刻」とは	ja	ja-JP	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-2061	MEET-031		what is Local time in horse racing	en	global/en	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-2062	MEET-031		競馬の「現地時刻」とは	ja	ja-JP	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-2063	MEET-032		what is Time zone in horse racing	en	global/en	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-2064	MEET-032		競馬の「タイムゾーン」とは	ja	ja-JP	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-2065	MEET-034		what is Postponed in horse racing	en	global/en	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-2066	MEET-034		競馬の「延期」とは	ja	ja-JP	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-2067	MEET-035		what is Abandoned in horse racing	en	global/en	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-2068	MEET-035		競馬の「開催中止／打切り」とは	ja	ja-JP	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-2069	MEET-036		what is Cancelled in horse racing	en	global/en	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-2070	MEET-036		競馬の「中止」とは	ja	ja-JP	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-2071	MEET-037		what is Rescheduled in horse racing	en	global/en	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-2072	MEET-037		競馬の「日程変更」とは	ja	ja-JP	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-2073	MEET-038		what is Delayed in horse racing	en	global/en	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-2074	MEET-038		競馬の「遅延」とは	ja	ja-JP	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-2075	PRIZE-001		what is Prize money in horse racing	en	global/en	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-2076	PRIZE-001		競馬の「賞金」とは	ja	ja-JP	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-2077	PRIZE-002		what is Purse in horse racing	en	global/en	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-2078	PRIZE-002		競馬の「賞金総額」とは	ja	ja-JP	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-2079	RESULT-001		what is Result in horse racing	en	global/en	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-2080	RESULT-001		競馬の「結果」とは	ja	ja-JP	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-2081	RESULT-002		what is Official result in horse racing	en	global/en	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-2082	RESULT-002		競馬の「確定結果」とは	ja	ja-JP	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-2083	RESULT-004		what is Placing in horse racing	en	global/en	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-2084	RESULT-004		競馬の「着順」とは	ja	ja-JP	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-2085	RESULT-005		what is Winner in horse racing	en	global/en	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-2086	RESULT-005		競馬の「勝馬」とは	ja	ja-JP	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-2087	RESULT-007		what is Dead heat in horse racing	en	global/en	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-2088	RESULT-007		競馬の「同着」とは	ja	ja-JP	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-2089	RESULT-008		what is Photo finish in horse racing	en	global/en	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-2090	RESULT-008		競馬の「写真判定」とは	ja	ja-JP	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-2091	RESULT-009		what is Inquiry in horse racing	en	global/en	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-2092	RESULT-009		競馬の「審議」とは	ja	ja-JP	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-2093	RESULT-010		what is Stewards' inquiry in horse racing	en	global/en	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-2094	RESULT-010		競馬の「裁決委員審議」とは	ja	ja-JP	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-2095	RESULT-014		what is Disqualification in horse racing	en	global/en	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-2096	RESULT-014		競馬の「失格」とは	ja	ja-JP	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-2097	RESULT-015		what is Demotion in horse racing	en	global/en	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-2098	RESULT-015		競馬の「降着」とは	ja	ja-JP	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-2099	RUN-001		what is Start in horse racing	en	global/en	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-2100	RUN-001		競馬の「スタート」とは	ja	ja-JP	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-2101	RUN-004		what is Pace in horse racing	en	global/en	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-2102	RUN-004		競馬の「ペース」とは	ja	ja-JP	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-2103	RUN-006		what is Leader in horse racing	en	global/en	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-2104	RUN-006		競馬の「先頭馬」とは	ja	ja-JP	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-2105	RUN-007		what is Lead in horse racing	en	global/en	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-2106	RUN-007		競馬の「先頭／リード」とは	ja	ja-JP	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-2107	RUN-009		what is Front-runner in horse racing	en	global/en	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-2108	RUN-009		競馬の「逃げ馬」とは	ja	ja-JP	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-2109	RUN-012		what is Closer in horse racing	en	global/en	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-2110	RUN-012		競馬の「追込馬」とは	ja	ja-JP	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-2111	RUN-021		what is Final turn in horse racing	en	global/en	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-2112	RUN-021		競馬の「最終コーナー」とは	ja	ja-JP	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-2113	RUN-025		what is Finish in horse racing	en	global/en	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-2114	RUN-025		競馬の「ゴール」とは	ja	ja-JP	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-2115	RUN-032		what is Pulled up in horse racing	en	global/en	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-2116	RUN-032		競馬の「競走中止」とは	ja	ja-JP	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-2117	RUN-033		what is Fell in horse racing	en	global/en	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-2118	RUN-033		競馬の「落馬を伴う転倒」とは	ja	ja-JP	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-2119	RUN-034		what is Unseated rider in horse racing	en	global/en	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-2120	RUN-034		競馬の「騎手落馬」とは	ja	ja-JP	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-2121	RUN-038		what is Broke stride in horse racing	en	global/en	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-2122	RUN-038		競馬の「歩様を崩す」とは	ja	ja-JP	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-2123	TRAIN-001		what is Training in horse racing	en	global/en	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-2124	TRAIN-001		競馬の「調教」とは	ja	ja-JP	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-2125	TRAIN-002		what is Workout in horse racing	en	global/en	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-2126	TRAIN-002		競馬の「ワークアウト／追い切り」とは	ja	ja-JP	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-2127	TRAIN-011		what is Barrier trial in horse racing	en	global/en	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-2128	TRAIN-011		競馬の「バリアトライアル」とは	ja	ja-JP	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-2129	TRAIN-012		what is Trial in horse racing	en	global/en	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-2130	TRAIN-012		競馬の「トライアル」とは	ja	ja-JP	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-2131	WEIGHT-001		what is Weight carried in horse racing	en	global/en	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-2132	WEIGHT-001		競馬の「負担重量」とは	ja	ja-JP	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-2133	WEIGHT-002		what is Handicap weight in horse racing	en	global/en	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-2134	WEIGHT-002		競馬の「ハンデ重量」とは	ja	ja-JP	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-2135	WEIGHT-003		what is Weight-for-age in horse racing	en	global/en	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-2136	WEIGHT-003		競馬の「馬齢重量／定量方式」とは	ja	ja-JP	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-2137	WEIGHT-006		what is Allowance in horse racing	en	global/en	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-2138	WEIGHT-006		競馬の「減量／アローワンス」とは	ja	ja-JP	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-2139	WEIGHT-009		what is Penalty in horse racing	en	global/en	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-2140	WEIGHT-009		競馬の「加増」とは	ja	ja-JP	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-2141	WELF-001		what is Veterinary inspection in horse racing	en	global/en	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-2142	WELF-001		競馬の「獣医検査」とは	ja	ja-JP	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-2143	WELF-007		what is Medication in horse racing	en	global/en	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-2144	WELF-007		競馬の「薬物使用」とは	ja	ja-JP	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-2145	WELF-008		what is Prohibited substance in horse racing	en	global/en	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-2146	WELF-008		競馬の「禁止薬物」とは	ja	ja-JP	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-2147	WELF-009		what is Drug test in horse racing	en	global/en	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-2148	WELF-009		競馬の「薬物検査」とは	ja	ja-JP	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-2149	WELF-012		what is Horse welfare in horse racing	en	global/en	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
SQ-2150	WELF-012		競馬の「競走馬福祉」とは	ja	ja-JP	definition	direct_definition	P0	concept_page	wave2_template_reviewed	active_source_verified_p0_concept
