concept_id	category_id	category_ja	canonical_en	preferred_ja	working_definition_ja	concept_kind	priority	jurisdiction_scope	discipline_scope	translation_status	verification_status	source_required	public_ready	notes
TRAIN-011	TRAIN	調教・競走前後	Barrier trial	バリアトライアル	主に豪州・アジアで行われる公式・準公式の模擬競走。	concept	P0	AUS/NZ/Asia	Flat	working_equivalent	source_verified	yes	no	P0-SRC-060. Current Racing Australia operations publish Barrier Trials as distinct trial events.
TRAIN-012	TRAIN	調教・競走前後	Trial	トライアル	実戦形式の試走・能力審査等。意味は管轄で異なる。	concept	P0	GLOBAL	ALL	working_equivalent	source_verified	yes	no	P0-SRC-060. Current Racing Australia operations use Trials as an operational event class; purposes and formality remain jurisdiction-specific.
TRAIN-013	TRAIN	調教・競走前後	Jump-out	ジャンプアウト	主に豪州で行われる、競走前の実戦的な調教・非公式試走形式。	concept	P1	Australia	Flat	working_equivalent	source_verified	yes	no	P1-SRC-025; P1-SRC-026. Racing Victoria currently accredits riders for Jump Outs and publishes a dedicated Jump-Outs calendar, confirming operational Australian usage.
TRAIN-014	TRAIN	調教・競走前後	Qualifying trial	資格審査トライアル	繋駕競走で、出走または特定の発走方式への適格性を示すために行う資格審査トライアル。合格条件・再資格要件は管轄ごとに異なる。	concept	P1	Australia/Harness/Regional	Harness	working_equivalent	source_verified	yes	no	TR5-SRC-003. Current 2026 Racing Queensland/Australian Harness Racing guidance prioritizes horses unqualified from a start type and horses that have not passed a qualifying trial within the specified period; criteria remain authority-specific.
TRAIN-015	TRAIN	調教・競走前後	Qualifier	クオリファイア	主に北米繋駕競走で、出走資格・所定の基準確認のために行われるQualifying race／Qualifier。具体的な基準と有効期間は競馬場・規則で異なる。	concept	P1	US/Regional	Harness	working_equivalent	source_verified	yes	no	ET-SRC-008 confirms current USTA-produced QUALIFIER cards and qualifying standards. Scope is narrowed from North America/Global to evidence-backed US/Regional Harness usage.
TRAIN-016	TRAIN	調教・競走前後	Warm-up	ウォームアップ／返し馬	発走前に馬を走らせて競走へ備える準備運動・返し馬を指す表現。	concept	P1	International/Regional	ALL	working_equivalent	source_verified	yes	no	ET-SRC-006 maps warm up to 返し馬 in JRA's overseas dictionary; ET-SRC-009 independently states that harness horses warm up on the track before later races.
TRAIN-017	TRAIN	調教・競走前後	Pre-parade	プレパレード	主に英国競馬で、発走前に馬がプレパレードリングへ入り、引き運動や装鞍など本パドックへ移る前の準備を行う段階。	concept	P2	GB/Regional	Flat/Jump	working_equivalent	source_verified	yes	no	ET-SRC-012 explains the current Jockey Club pre-parade-ring sequence: horses are walked by grooms, prepared physically and saddled there before moving to the Parade Ring. Keep this British procedure scoped rather than universalizing it.
TRAIN-018	TRAIN	調教・競走前後	Post parade	ポストパレード	主に北米競馬で、発走前に出走馬がコース上で紹介・周回する段階。	concept	P1	North America/Regional	Flat/Harness	working_equivalent	source_verified	yes	no	ET-SRC-009 directly states that horses are introduced on the track by the announcer in the post parade before the starting gate leads them to the line. Exact parade procedure varies by track and discipline.
TRAIN-019	TRAIN	調教・競走前後	Going to post	発走地点へ向かう	英国系競馬で、出走馬が発走地点へ向かっている状態・移動を指す表現。	concept	P1	GB/Commonwealth/Regional	Flat/Jump	working_equivalent	source_verified	yes	no	ET-SRC-010 defines Going Down as horses on their way to the start and explicitly says they are going down to post. Scope narrowed from GB/IRE/Global rather than universalizing the phrase.
TRAIN-020	TRAIN	調教・競走前後	Cool down	クールダウン	競走・調教後に心拍等を落ち着かせる運動・管理。	concept	P2	GLOBAL	ALL	working_equivalent	candidate	yes	no	
TRAIN-021	TRAIN	調教・競走前後	Layoff	休養明けまでの間隔	一定期間レースに出走していない休養・非出走期間を指す北米競馬用語。長期休養後の報告・検査要件の閾値は制度ごとに異なる。	concept	P1	North America/USA/Regional	ALL	working_equivalent	source_verified	yes	no	TR6-SRC-004;TR6-SRC-005. NYRA past-performance guidance uses layoff lines for non-running intervals, while HISA requires a Post-Layoff Report at 150 days or more; thresholds are explicitly system-specific.
TRAIN-023	TRAIN	調教・競走前後	Spell	休養	豪州競馬で競走から一定期間離れる休養を指す語。Racing Victoriaの現行Glossaryでは最低2か月（60日）の競走間隔をSpellとして説明する。	concept	P1	Australia/Victoria	Flat	working_equivalent	source_verified	yes	no	ET-SRC-011 directly defines Spell in Racing Victoria's glossary as a minimum two-month/60-day break from racing. Keep the 60-day threshold attached to this jurisdictional usage.
