concept_id	category_id	category_ja	canonical_en	preferred_ja	working_definition_ja	concept_kind	priority	jurisdiction_scope	discipline_scope	translation_status	verification_status	source_required	public_ready	notes
RTYPE-012	RTYPE	レースの種類・格・条件	Optional claiming	オプショナル・クレーミング	主に北米で、claimの対象として出走する馬と、所定の条件を満たしてclaim対象外で出走する馬を同じ競走に組み合わせる形式。	concept	P2	North America	Flat	working_equivalent	source_verified	yes	no	RT-SRC-001;RT-SRC-002. Equibase directly defines Optional Claiming as combining claiming and non-claiming eligibility; current 2026 racecards confirm active use.
RTYPE-013	RTYPE	レースの種類・格・条件	Selling race	セリング競走	勝馬等を競走後の売却対象とする競走形式。	concept	P2	GB/IRE/Regional	Flat	working_equivalent	candidate	yes	no	Authority terminology currently uses Seller; canonical label needs review before verification.
RTYPE-014	RTYPE	レースの種類・格・条件	Stakes race	ステークス競走	主に北米等で、nomination・entry・starter fee等により賞金が加算されるなど、当局・データ提供者の定義でStakesと分類される競走。具体的条件は管轄により異なる。	concept	P0	North America/Regional	ALL	working_equivalent	source_verified	yes	no	P0-SRC-064;P0-SRC-065;P0-SRC-066 verify operational Stakes classification. Scope narrowed from GLOBAL because eligibility and purse criteria are jurisdiction-specific.
RTYPE-015	RTYPE	レースの種類・格・条件	Listed race	リステッド競走	Listedとして指定される格付け競走。	concept	P0	GLOBAL	ALL	working_equivalent	source_verified	yes	no	P0-SRC-027 and P0-SRC-028 verify Listed as a recognized quality/black-type race category; jurisdiction implementation remains scoped.
RTYPE-016	RTYPE	レースの種類・格・条件	Pattern race	パターン競走	主に欧州のPattern体系に組み込まれ、継続的に競走の質を評価される上級競走。Group競走等を含む体系として運用される。	concept	P1	Europe	Flat/Jump	working_equivalent	source_verified	yes	no	RT-SRC-004;RT-SRC-005. BHA explains the Pattern framework and Group hierarchy; IFHA provides the international Group/Graded quality-race framework. Exact Pattern membership remains authority-specific.
RTYPE-017	RTYPE	レースの種類・格・条件	Group race	グループ競走	Group 1・2・3等で格付けされる競走。	concept	P0	IFHA/Europe/Asia/Oceania	ALL	working_equivalent	source_verified	yes	no	P0-SRC-027;P0-SRC-028. Keep separate from Grade race and preserve regional_counterpart relations.
RTYPE-018	RTYPE	レースの種類・格・条件	Group 1	グループ1	Group体系の最高位区分。	concept	P0	IFHA/Regional	ALL	working_equivalent	source_verified	yes	no	P0-SRC-027;P0-SRC-028 verify Group 1 as the highest Group tier; do not merge with Grade 1 globally.
RTYPE-019	RTYPE	レースの種類・格・条件	Group 2	グループ2	Group体系でGroup 1に次ぐ区分。具体的な認定基準は各Pattern・格付け機関の制度による。	concept	P1	IFHA/Regional	ALL	working_equivalent	source_verified	yes	no	RT-SRC-004;RT-SRC-005. BHA and the current IFHA agreement place Group 2 below Group 1 and above Group 3 in the quality-race hierarchy.
RTYPE-020	RTYPE	レースの種類・格・条件	Group 3	グループ3	Group体系の第3区分。具体的な認定基準は各Pattern・格付け機関の制度による。	concept	P1	IFHA/Regional	ALL	working_equivalent	source_verified	yes	no	RT-SRC-004;RT-SRC-005. BHA and the current IFHA agreement identify Group 3 as the next Group level below Group 2.
RTYPE-021	RTYPE	レースの種類・格・条件	Grade race	グレード競走	Grade 1・2・3等で格付けされる競走。	concept	P0	US/Japan/Regional	ALL	working_equivalent	source_verified	yes	no	P0-SRC-027;P0-SRC-028. Keep separate from Group race and preserve regional_counterpart relations.
RTYPE-022	RTYPE	レースの種類・格・条件	Grade 1	グレード1	Grade体系の最高位区分。	concept	P0	US/Japan/Regional	ALL	working_equivalent	source_verified	yes	no	P0-SRC-027;P0-SRC-028 verify Grade 1 as the highest Grade tier; do not merge with Group 1 globally.
RTYPE-023	RTYPE	レースの種類・格・条件	Grade 2	グレード2	Grade体系でGrade 1に次ぐ区分。各国・各競馬体系の認定基準に従う。	concept	P1	US/Japan/Regional	ALL	working_equivalent	source_verified	yes	no	RT-SRC-005. Current IFHA Article 1 lists Grade 2 as the second level in the common Group/Graded quality-race descriptions; local Grade systems remain separately scoped.
RTYPE-024	RTYPE	レースの種類・格・条件	Grade 3	グレード3	Grade体系の第3区分。各国・各競馬体系の認定基準に従う。	concept	P1	US/Japan/Regional	ALL	working_equivalent	source_verified	yes	no	RT-SRC-005. Current IFHA Article 1 lists Grade 3 below Grade 2 in the common Group/Graded quality-race descriptions; local Grade systems remain separately scoped.
RTYPE-025	RTYPE	レースの種類・格・条件	Graded stakes	グレーデッド・ステークス	主に北米でGradeを付与されたステークス競走。	concept	P1	North America	Flat	working_equivalent	candidate	yes	no	
RTYPE-026	RTYPE	レースの種類・格・条件	Open race	オープン競走	一定条件内で幅広い馬に出走資格が開かれた競走。制度差がある。	concept	P1	GLOBAL	ALL	working_equivalent	candidate	yes	no	
RTYPE-027	RTYPE	レースの種類・格・条件	Restricted race	限定競走	産地・所属・販売条件など特定資格に限定した競走。	concept	P1	GLOBAL	ALL	working_equivalent	candidate	yes	no	
RTYPE-028	RTYPE	レースの種類・格・条件	Invitational race	招待競走	主催者等からの招待を出走資格とする競走。	concept	P2	GLOBAL	ALL	working_equivalent	candidate	yes	no	
RTYPE-029	RTYPE	レースの種類・格・条件	Age-restricted race	年齢限定競走	特定年齢の馬に出走資格を限定した競走。	concept	P1	GLOBAL	ALL	working_equivalent	candidate	yes	no	
RTYPE-030	RTYPE	レースの種類・格・条件	Sex-restricted race	性別限定競走	牝馬限定など性別条件を設けた競走。	concept	P1	GLOBAL	ALL	working_equivalent	candidate	yes	no	
RTYPE-031	RTYPE	レースの種類・格・条件	Juvenile race	若馬競走	主に若年馬を対象とする競走。具体的年齢は制度により異なる。	concept	P1	GLOBAL	ALL	working_equivalent	candidate	yes	no	
RTYPE-032	RTYPE	レースの種類・格・条件	Nursery handicap	ナーサリー・ハンデキャップ	英国では2歳馬に限定される平地ハンデキャップ競走。地域により同語の適用条件は異なり得る。	concept	P2	GB/IRE/Regional	Flat	working_equivalent	source_verified	yes	no	RT-SRC-004. BHA directly defines a nursery as a Flat handicap limited to two-year-olds; the broader jurisdiction scope remains label-aware.
RTYPE-033	RTYPE	レースの種類・格・条件	Derby	ダービー	各地で重要な競走名・競走類型として用いられる呼称。単一の世界共通条件ではない。	concept	P1	GLOBAL	Flat	working_equivalent	candidate	yes	no	
RTYPE-034	RTYPE	レースの種類・格・条件	Classic race	クラシック競走	各国の伝統的な主要競走群を指す制度・慣用上の呼称。	concept	P1	GLOBAL	Flat	working_equivalent	candidate	yes	no	
RTYPE-035	RTYPE	レースの種類・格・条件	Cup race	カップ競走	Cupを名称・類型に持つ主要競走。制度上の意味は地域ごとに異なる。	concept	P2	GLOBAL	ALL	working_equivalent	candidate	yes	no	
RTYPE-036	RTYPE	レースの種類・格・条件	Sprint race	短距離競走	短距離を主とする競走。距離境界は制度により異なる。	concept	P1	GLOBAL	ALL	working_equivalent	candidate	yes	no	
RTYPE-037	RTYPE	レースの種類・格・条件	Middle-distance race	中距離競走	中距離を主とする競走。距離境界は制度により異なる。	concept	P1	GLOBAL	ALL	working_equivalent	candidate	yes	no	
RTYPE-038	RTYPE	レースの種類・格・条件	Staying race	長距離競走	持久力を重視する長距離競走。	concept	P1	GB/IRE/Commonwealth/Regional	ALL	working_equivalent	candidate	yes	no	
RTYPE-039	RTYPE	レースの種類・格・条件	Route race	ルート競走	主に北米でスプリントより長い距離の競走を指す用語。	concept	P2	North America	Flat	working_equivalent	candidate	yes	no	
RTYPE-040	RTYPE	レースの種類・格・条件	Match race	マッチレース	北米Equibaseの分類では、当初から2頭だけが登録された競走。競走条件自体は複数の形式を取り得る。	concept	P2	North America/Regional	ALL	working_equivalent	source_verified	yes	no	RT-SRC-001. Equibase directly defines Match Race as a race in which only two horses were originally entered; two-horse fields produced by later scratches do not qualify under that coding rule.
