concept_id	category_id	category_ja	canonical_en	preferred_ja	working_definition_ja	concept_kind	priority	jurisdiction_scope	discipline_scope	translation_status	verification_status	source_required	public_ready	notes
BET-011	BET	馬券・オッズ	Place bet	複勝／Place	一定着順以内を対象とする賭式。具体的条件は地域で異なる。	concept	P0	GLOBAL	ALL	working_equivalent	source_verified	yes	no	P0-SRC-040 verifies a place-type bet and explicitly shows the qualifying placing range can depend on field size; do not universalize JRA thresholds.
BET-012	BET	馬券・オッズ	Show bet	Show	主に北米で、選んだ馬が3着以内など所定の上位着順に入ることを条件とする賭式。	concept	P1	North America	ALL	working_equivalent	source_verified	yes	no	PB-SRC-006 directly defines NYRA Show wagering as the selected horse finishing first, second or third.
BET-013	BET	馬券・オッズ	Each-way	Each-way	同一選択についてWinとPlaceの二つの賭けを組み合わせる方式。Place条件は競走・事業者で異なる。	concept	P1	GB/IRE/Commonwealth	ALL	working_equivalent	source_verified	yes	no	PB-SRC-005;PB-SRC-009 directly support Each-Way as combined Win and Place wagering; place terms remain local.
BET-014	BET	馬券・オッズ	Quinella	馬連系／Quinella	1着・2着となる2頭を着順を問わず当てる賭式。	concept	P1	GLOBAL/Regional	ALL	working_equivalent	source_verified	yes	no	PB-SRC-006;PB-SRC-007;PB-SRC-008 verify the first-two-in-any-order mechanic. Reverse Forecast/Dual Forecast regional labels are modeled through the label/disposition layer rather than duplicate Concepts.
BET-015	BET	馬券・オッズ	Exacta	Exacta	1着・2着となる2頭を正しい着順で当てる賭式。	concept	P1	GLOBAL/Regional	ALL	working_equivalent	source_verified	yes	no	PB-SRC-006;PB-SRC-008;PB-SRC-009 verify exact first-two order. Straight Forecast is preserved as a regional label; generic Forecast is not treated as globally unambiguous.
BET-016	BET	馬券・オッズ	Trifecta	Trifecta	1着・2着・3着となる3頭を正しい着順で当てる賭式。	concept	P1	GLOBAL/Regional	ALL	working_equivalent	source_verified	yes	no	PB-SRC-006;PB-SRC-008 verify exact first-three order. Tricast/Tierce regional labels are preserved without retaining duplicate Concepts.
BET-017	BET	馬券・オッズ	Trio	Trio	1着・2着・3着となる3頭を着順を問わず当てる賭式。	concept	P2	Asia/Regional	ALL	working_equivalent	source_verified	yes	no	PB-SRC-007 directly defines HKJC Trio as selecting the first three finishers in any order; keep regional scope.
BET-018	BET	馬券・オッズ	Superfecta	Superfecta	1着から4着までの4頭を正しい着順で当てる賭式。	concept	P2	North America/Regional	ALL	working_equivalent	source_verified	yes	no	PB-SRC-006 directly defines NYRA Superfecta as selecting the first four finishers in exact order.
BET-019	BET	馬券・オッズ	Daily Double	デイリーダブル	指定された2競走の勝馬をともに当てる複数競走賭式。	concept	P1	North America/Regional	ALL	working_equivalent	source_verified	yes	no	PB-SRC-006 directly defines the Daily Double as selecting the winners of two designated races; scheduling details vary.
BET-020	BET	馬券・オッズ	Pick 3	Pick 3	指定された3競走の勝馬をすべて当てる複数競走賭式。	concept	P2	North America/Regional	ALL	working_equivalent	source_verified	yes	no	PB-SRC-006 directly defines Pick 3 as selecting winners of three consecutive/designated races in NYRA wagering.
BET-021	BET	馬券・オッズ	Pick 4	Pick 4	指定された4競走の勝馬をすべて当てる複数競走賭式。	concept	P2	North America/Regional	ALL	working_equivalent	source_verified	yes	no	PB-SRC-006 directly defines Pick 4 in current NYRA wagering.
BET-022	BET	馬券・オッズ	Pick 5	Pick 5	指定された5競走の勝馬をすべて当てる複数競走賭式。	concept	P2	North America/Regional	ALL	working_equivalent	source_verified	yes	no	PB-SRC-006 directly defines Pick 5 in current NYRA wagering.
BET-023	BET	馬券・オッズ	Pick 6	Pick 6	指定された6競走の勝馬をすべて当てる複数競走賭式。	concept	P2	North America/Regional	ALL	working_equivalent	source_verified	yes	no	PB-SRC-006 directly defines Pick 6 in current NYRA wagering.
BET-027	BET	馬券・オッズ	Starting Price	SP／最終オッズ	主に英国・アイルランド等で、発走時に確定する公式の開始価格・最終オッズを指す語。	concept	P0	GB/IRE/Commonwealth	ALL	working_equivalent	source_verified	yes	no	P0-SRC-071 verifies Starting Price as the final odds prevailing when the race starts. SP is retained as an abbreviation label via ABBR-027; former duplicate Concept BET-028 is merged into BET-027.
BET-029	BET	馬券・オッズ	Morning line	モーニングライン	主に北米で、発走前に作成・公表される予想オッズ。最終的な実投票オッズそのものではない。	concept	P1	North America	Flat	working_equivalent	source_verified	yes	no	PB-SRC-011 explains the morning line as advance predicted odds; PB-SRC-012 confirms current NYRA use of a morning-line oddsmaker.
BET-030	BET	馬券・オッズ	Favorite	1番人気	最も支持されている馬。英米で綴り差がある。	concept	P0	GLOBAL	ALL	working_equivalent	source_verified	yes	no	P0-SRC-044 verifies favorite as 一番人気馬 in JRA official overseas terminology; Favorite/Favourite spelling split remains in the label layer.
BET-032	BET	馬券・オッズ	Longshot	穴馬／高オッズ馬	勝つ可能性が低いと市場で評価され、比較的高いオッズが付いている馬を指す競馬・馬券用語。	concept	P1	GB/IRE/North America/Global	ALL	working_equivalent	source_verified	yes	no	PB-SRC-009;PB-SRC-010 support current racing-betting use of Longshot for a horse at long odds; exact odds thresholds are not canonicalized.
BET-033	BET	馬券・オッズ	Outsider	人気薄	市場で勝つ可能性が低いと評価され、比較的高いオッズとなっている馬。	concept	P1	GB/IRE/Commonwealth/Global	ALL	working_equivalent	source_verified	yes	no	PB-SRC-009;PB-SRC-010 support Outsider as a horse not strongly fancied in the betting market; keep usage scope-sensitive.
BET-034	BET	馬券・オッズ	Odds-on	オッズオン	利益部分が賭金より小さくなる水準、すなわちEvensより短いオッズを指す表現。	concept	P1	GB/IRE/Commonwealth	ALL	working_equivalent	source_verified	yes	no	PB-SRC-009;PB-SRC-010 directly support Odds-on as shorter than evens / risking more than the potential profit.
BET-035	BET	馬券・オッズ	Evens	イーブン	利益額と賭金額が同額となる1対1相当のオッズ表現。	concept	P1	GB/IRE/Commonwealth	ALL	working_equivalent	source_verified	yes	no	PB-SRC-009;PB-SRC-010 define Evens as the even-money/1-to-1 betting price.
BET-036	BET	馬券・オッズ	Decimal odds	デシマルオッズ	単位賭金に対する元本込みの総払戻額を十進数の倍率で表すオッズ形式。	concept	P1	Europe/Global	ALL	working_equivalent	source_verified	yes	no	PB-SRC-009 defines decimal odds as a return multiplier including stake; usage is wider than racing but is established in racing betting.
BET-037	BET	馬券・オッズ	Fractional odds	分数オッズ	利益と賭金の比を分数で表すオッズ形式。	concept	P1	GB/IRE/Commonwealth	ALL	working_equivalent	candidate	yes	no	Current racing authority material uses fractional presentation, but this seed still lacks a sufficiently direct standalone definition for promotion.
BET-038	BET	馬券・オッズ	American odds	アメリカンオッズ	正負の数値で利益・必要賭金を表すオッズ形式。	concept	P2	North America	ALL	working_equivalent	candidate	yes	no	Common sportsbook terminology, but a sufficiently strong current horse-racing authority source has not yet been established.
BET-039	BET	馬券・オッズ	On the board	掲示圏／上位着順	主に北米で上位着順圏を指す競馬・馬券用語。	concept	P2	North America	ALL	working_equivalent	candidate	yes	no	Meaning is plausible and historically attested, but current authority evidence is insufficient for this pass.
BET-040	BET	馬券・オッズ	Across the board	Win/Place/Show同時購入	主に北米で、同一馬にWin・Place・Showの3つの賭けを同額等で同時に行う買い方。	concept	P2	North America	ALL	working_equivalent	source_verified	yes	no	PB-SRC-006 directly defines Across the Board as three separate Win, Place and Show wagers on the same horse.
