concept_id	category_id	category_ja	canonical_en	preferred_ja	working_definition_ja	concept_kind	priority	jurisdiction_scope	discipline_scope	translation_status	verification_status	source_required	public_ready	notes
SURF-050	SURF	走路・馬場状態	Bon souple (France)	Bon souple（フランス馬場）	フランスの芝馬場状態区分。2026 Premium仕様ではpénétromètre 3.3-3.4。	concept	P1	France	Flat/Jump	no_direct_equivalent	source_verified	yes	no	FR-SRC-004.
SURF-051	SURF	走路・馬場状態	Très souple (France)	Très souple（フランス馬場）	フランスの芝馬場状態区分。2026 Premium仕様ではpénétromètre 3.8-4.1。	concept	P1	France	Flat/Jump	no_direct_equivalent	source_verified	yes	no	FR-SRC-004.
SURF-052	SURF	走路・馬場状態	Collant (France)	Collant（フランス馬場）	フランスの芝馬場状態区分。2026 Premium仕様ではpénétromètre 4.2-4.5。	concept	P1	France	Flat/Jump	no_direct_equivalent	source_verified	yes	no	FR-SRC-004. France Galop notes English Going has no direct Collant term.
SURF-053	SURF	走路・馬場状態	Très lourd (France)	Très lourd（フランス馬場）	フランスの芝馬場状態尺度で最も重い側の区分。2026 Premium仕様ではpénétromètre 5.1以上。	concept	P1	France	Flat/Jump	no_direct_equivalent	source_verified	yes	no	FR-SRC-004.
SURF-054	SURF	走路・馬場状態	Lent (PSF)	Lent（PSF）	フランスのPSF状態尺度で遅い側の区分。2026 Premium仕様では指数65-74。	concept	P1	France	Flat	no_direct_equivalent	source_verified	yes	no	FR-SRC-004. PSF-specific state, not generic Slow track.
SURF-055	SURF	走路・馬場状態	Standard (PSF)	Standard（PSF）	フランスのPSF状態尺度の標準区分。2026 Premium仕様では指数75-89。	concept	P1	France	Flat	no_direct_equivalent	source_verified	yes	no	FR-SRC-004.
SURF-056	SURF	走路・馬場状態	Rapide (PSF)	Rapide（PSF）	フランスのPSF状態尺度で速い側の区分。2026 Premium仕様では指数90-104。	concept	P1	France	Flat	no_direct_equivalent	source_verified	yes	no	FR-SRC-004.
SURF-057	SURF	走路・馬場状態	Très rapide (PSF)	Très rapide（PSF）	フランスのPSF状態尺度で最も速い側の区分。2026 Premium仕様では指数105-120。	concept	P1	France	Flat	no_direct_equivalent	source_verified	yes	no	FR-SRC-004.
SURF-058	SURF	走路・馬場状態	Pénétromètre	Pénétromètre（馬場測定器）	フランスで芝馬場の柔らかさを測るために用いられる測定器。複数地点の測定からindice pénétrométriqueが得られる。	concept	P1	France	Flat/Jump	no_direct_equivalent	source_verified	yes	no	FR-SRC-001/004. Device is distinct from the numeric indice pénétrométrique.
HORSE-032	HORSE	馬の品種・性別・年齢	AQPS	AQPS（Autre Que Pur Sang）	フランス競馬で「Autre Que Pur Sang」と呼ばれる競走馬区分。単一の品種名ではなく、France Galopはanglo-arabe、selle français等を例示する。	concept	P1	France	Flat/Jump	no_direct_equivalent	source_verified	yes	no	FR-SRC-001. Do not model AQPS as one breed.
EQUIP-028	EQUIP	馬具・装備	Œillères australiennes	Œillères australiennes	フランスで使用される視野制限馬具の一種で、France Galopは通常のœillèresより後方視界を緩やかに制限するものとして説明する。	concept	P2	France	Flat/Jump	no_direct_equivalent	source_verified	yes	no	FR-SRC-001. Equipment subtype; preserve French term.
ROLE-031	ROLE	騎手・調教師・関係者	Agent de jockey	Agent de jockey	フランスで騎手を代理し、調教師との騎乗交渉や騎乗機会・移動の調整を行う職業。	concept	P2	France	Flat/Jump	no_direct_equivalent	source_verified	yes	no	FR-SRC-001.
RESULT-029	RESULT	結果・審議・裁定	Mise à pied	Mise à pied（騎乗停止）	France Galopの規則・裁定文脈で、騎手に一定期間の騎乗禁止を科す懲戒措置。	concept	P1	France	Flat/Jump	no_direct_equivalent	source_verified	yes	no	FR-SRC-001. Sanction period and appeal mechanics are mutable rule details.
